,App,Category,Rating,Reviews,Size_1,Installs_1,Type,Price,Content_Rating,Genres,Last_Updated,Current Ver,Installs,Size,size_kb
224,ATI Cargoes and Transportation,BUSINESS,4.7,4162,7.5M,"100,000+",Free,0,Everyone,Business,24-07-2018,0,100000,7.5,FALSE
225,Secure Folder,BUSINESS,3.8,14760,8.6M,"50,000,000+",Free,0,Everyone,Business,31-01-2018,1,50000000,8.6,FALSE
231,Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39M,"10,000,000+",Free,0,Everyone,Business,30-05-2017,1,10000000,39,FALSE
232,Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14M,"10,000,000+",Free,0,Everyone,Business,11-07-2018,3,10000000,14,FALSE
233,Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19M,"1,000,000+",Free,0,Everyone,Business,02-08-2018,3,1000000,19,FALSE
234,TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8M,"100,000+",Paid,4.99,Everyone,Business,25-03-2018,1,100000,6.8,FALSE
235,Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39M,"100,000+",Paid,4.99,Everyone,Business,11-04-2017,3,100000,39,FALSE
237,Zenefits,BUSINESS,4.2,296,14M,"50,000+",Free,0,Everyone,Business,15-06-2018,3,50000,14,FALSE
238,Google Ads,BUSINESS,4.3,29313,20M,"5,000,000+",Free,0,Everyone,Business,30-07-2018,1,5000000,20,FALSE
241,FreshBooks Classic,BUSINESS,4.1,1802,26M,"100,000+",Free,0,Everyone,Business,18-04-2018,1,100000,26,FALSE
242,Insightly CRM,BUSINESS,3.8,1383,51M,"100,000+",Free,0,Everyone,Business,12-07-2018,3,100000,51,FALSE
243,QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41M,"1,000,000+",Free,0,Everyone,Business,13-07-2018,18,1000000,41,FALSE
244,HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20M,"500,000+",Free,0,Everyone,Business,03-07-2018,3,500000,20,FALSE
246,"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12M,"500,000+",Free,0,Everyone,Business,25-07-2018,4,500000,12,FALSE
247,Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48M,"500,000+",Free,0,Everyone,Business,20-07-2018,6,500000,48,FALSE
248,Asana: organize team projects,BUSINESS,4.3,20815,10M,"1,000,000+",Free,0,Everyone,Business,26-07-2018,6,1000000,10,FALSE
249,Google Analytics,BUSINESS,4.5,78662,22M,"1,000,000+",Free,0,Everyone,Business,13-02-2018,3,1000000,22,FALSE
250,AdWords Express,BUSINESS,4.1,7149,11M,"1,000,000+",Free,0,Everyone,Business,31-07-2018,2,1000000,11,FALSE
251,Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5M,"100,000+",Free,0,Everyone,Business,02-08-2018,5,100000,8.5,FALSE
252,Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6M,"100,000+",Free,0,Everyone,Business,02-08-2018,5,100000,8.6,FALSE
254,Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28M,"1,000,000+",Free,0,Everyone,Business,01-08-2018,10,1000000,28,FALSE
255,Cisco Webex Meetings,BUSINESS,4.4,108741,28M,"10,000,000+",Free,0,Everyone,Business,20-07-2018,11,10000000,28,FALSE
256,ZOOM Cloud Meetings,BUSINESS,4.4,31614,37M,"10,000,000+",Free,0,Everyone,Business,20-07-2018,4,10000000,37,FALSE
257,ScreenMeet. Easy Phone Meeting,BUSINESS,4,624,9.0M,"100,000+",Free,0,Everyone,Business,22-03-2018,1,100000,9,FALSE
258,Cisco Webex Teams,BUSINESS,4.2,1661,46M,"100,000+",Free,0,Everyone,Business,02-08-2018,3,100000,46,FALSE
260,Start Meeting,BUSINESS,4.1,308,14M,"50,000+",Free,0,Everyone,Business,29-05-2018,3,50000,14,FALSE
262,ClickMeeting Webinars,BUSINESS,3.8,5211,26M,"1,000,000+",Free,0,Everyone,Business,30-07-2018,3,1000000,26,FALSE
263,BlueJeans for Android,BUSINESS,3.9,1058,23M,"500,000+",Free,0,Everyone,Business,29-06-2018,2,500000,23,FALSE
266,Zenefits,BUSINESS,4.2,296,14M,"50,000+",Free,0,Everyone,Business,15-06-2018,3,50000,14,FALSE
267,Google Ads,BUSINESS,4.3,29313,20M,"5,000,000+",Free,0,Everyone,Business,30-07-2018,1,5000000,20,FALSE
270,FreshBooks Classic,BUSINESS,4.1,1802,26M,"100,000+",Free,0,Everyone,Business,18-04-2018,1,100000,26,FALSE
271,Insightly CRM,BUSINESS,3.8,1383,51M,"100,000+",Free,0,Everyone,Business,12-07-2018,3,100000,51,FALSE
272,QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41M,"1,000,000+",Free,0,Everyone,Business,13-07-2018,18,1000000,41,FALSE
273,HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20M,"500,000+",Free,0,Everyone,Business,03-07-2018,3,500000,20,FALSE
275,"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12M,"500,000+",Free,0,Everyone,Business,25-07-2018,4,500000,12,FALSE
276,Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48M,"500,000+",Free,0,Everyone,Business,20-07-2018,6,500000,48,FALSE
277,Asana: organize team projects,BUSINESS,4.3,20815,10M,"1,000,000+",Free,0,Everyone,Business,26-07-2018,6,1000000,10,FALSE
278,Google Analytics,BUSINESS,4.5,78662,22M,"1,000,000+",Free,0,Everyone,Business,13-02-2018,3,1000000,22,FALSE
279,AdWords Express,BUSINESS,4.1,7149,11M,"1,000,000+",Free,0,Everyone,Business,31-07-2018,2,1000000,11,FALSE
280,Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5M,"100,000+",Free,0,Everyone,Business,02-08-2018,5,100000,8.5,FALSE
281,Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6M,"100,000+",Free,0,Everyone,Business,02-08-2018,5,100000,8.6,FALSE
283,Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28M,"1,000,000+",Free,0,Everyone,Business,01-08-2018,10,1000000,28,FALSE
287,Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39M,"10,000,000+",Free,0,Everyone,Business,30-05-2017,1,10000000,39,FALSE
288,Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14M,"10,000,000+",Free,0,Everyone,Business,11-07-2018,3,10000000,14,FALSE
289,Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19M,"1,000,000+",Free,0,Everyone,Business,02-08-2018,3,1000000,19,FALSE
290,TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8M,"100,000+",Paid,4.99,Everyone,Business,25-03-2018,1,100000,6.8,FALSE
291,Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39M,"100,000+",Paid,4.99,Everyone,Business,11-04-2017,3,100000,39,FALSE
293,OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002859,35M,"100,000,000+",Free,0,Everyone,Business,02-08-2018,9,100000000,35,FALSE
295,Verify - Receipts & Expenses,BUSINESS,4.5,413,29M,"10,000+",Free,0,Everyone,Business,25-07-2018,2,10000,29,FALSE
296,QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41M,"1,000,000+",Free,0,Everyone,Business,13-07-2018,18,1000000,41,FALSE
298,Manga Master - Best manga & comic reader,COMICS,4.6,24005,4.9M,"500,000+",Free,0,Adults only 18+,Comics,04-07-2018,1,500000,4.9,FALSE
299,GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,27M,"1,000,000+",Free,0,Teen,Comics,23-07-2018,2,1000000,27,FALSE
300,Röhrich Werner Soundboard,COMICS,4.7,2249,32M,"500,000+",Free,0,Everyone,Comics,16-11-2017,1,500000,32,FALSE
301,Unicorn Pokez - Color By Number,COMICS,4.8,516,12M,"50,000+",Free,0,Everyone,Comics;Creativity,03-08-2018,1,50000,12,FALSE
302,MangaToon - Comics updated Daily,COMICS,3.9,834,15M,"50,000+",Free,0,Mature 17+,Comics,01-08-2018,1,50000,15,FALSE
303,Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11M,"50,000+",Free,0,Mature 17+,Comics,07-07-2018,1,50000,11,FALSE
304,Manga Rock - Best Manga Reader,COMICS,4.4,238970,28M,"1,000,000+",Free,0,Teen,Comics,09-07-2018,3,1000000,28,FALSE
305,Manga - read Thai translation,COMICS,4.6,302,2.2M,"10,000+",Free,0,Teen,Comics,03-07-2018,1,10000,2.2,FALSE
306,The Vietnam Story - Fun Stories,COMICS,4.5,438,3.4M,"10,000+",Free,0,Everyone,Comics,27-12-2017,1,10000,3.4,FALSE
307,Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8.3M,"10,000+",Free,0,Everyone,Comics,23-07-2018,1,10000,8.3,FALSE
308,Funny Jokes Photos,COMICS,4.4,39,4.3M,"10,000+",Free,0,Everyone 10+,Comics,03-07-2018,1,10000,4.3,FALSE
309,Truyện Vui Tý Quậy,COMICS,4.5,144,4.7M,"10,000+",Free,0,Everyone,Comics,19-07-2018,3,10000,4.7,FALSE
310,Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,10M,"100,000+",Free,0,Teen,Comics,05-03-2018,1,100000,10,FALSE
311,comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15M,"5,000,000+",Free,0,Teen,Comics,03-07-2018,6,5000000,15,FALSE
312,Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7.1M,"100,000+",Free,0,Mature 17+,Comics,18-05-2018,1,100000,7.1,FALSE
313,"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21M,"1,000,000+",Free,0,Mature 17+,Comics,06-07-2018,2,1000000,21,FALSE
314,Emmanuella Funny Videos 2018,COMICS,4.5,314,6.1M,"100,000+",Free,0,Everyone,Comics,23-05-2018,3,100000,6.1,FALSE
316,Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15M,"1,000,000+",Free,0,Teen,Comics,19-07-2018,4,1000000,15,FALSE
317,Marvel Unlimited,COMICS,3.7,22551,11M,"1,000,000+",Free,0,Teen,Comics,24-07-2018,3,1000000,11,FALSE
318,"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29M,"1,000,000+",Free,0,Teen,Comics,31-07-2018,4,1000000,29,FALSE
319,Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3.3M,"100,000+",Free,0,Everyone,Comics,18-12-2017,1,100000,3.3,FALSE
322,Faustop Sounds,COMICS,4.7,1677,40M,"100,000+",Free,0,Everyone,Comics,26-05-2018,1,100000,40,FALSE
323,Manga Mania - Best online manga reader,COMICS,4.4,757,10M,"10,000+",Free,0,Teen,Comics,24-05-2018,1,10000,10,FALSE
324,#NAME?,COMICS,3.5,115,9.1M,"10,000+",Free,0,Mature 17+,Comics,13-07-2018,5,10000,9.1,FALSE
325,Manga AZ - Manga Comic Reader,COMICS,3.3,125,4.7M,"5,000+",Free,0,Teen,Comics,24-07-2018,1,5000,4.7,FALSE
326,Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38M,"500,000+",Free,0,Everyone 10+,Comics,31-07-2018,4,500000,38,FALSE
328,Funny Jokes and Stories 2018,COMICS,4.2,21,6.7M,"5,000+",Free,0,Everyone,Comics,31-03-2018,1,5000,6.7,FALSE
329,Hojiboy Tojiboyev Life Hacks,COMICS,5,15,37M,"1,000+",Free,0,Everyone,Comics,26-06-2018,2,1000,37,FALSE
331,"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7.8M,"10,000+",Free,0,Teen,Comics,16-06-2018,1,10000,7.8,FALSE
332,think Comics,COMICS,4.4,1006,19M,"50,000+",Free,0,Everyone,Comics,03-08-2018,2,50000,19,FALSE
333,Memes Button,COMICS,4.4,5968,5.7M,"1,000,000+",Free,0,Everyone,Comics,28-05-2018,1,1000000,5.7,FALSE
334,"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35M,"100,000+",Free,0,Everyone,Comics,02-08-2018,2,100000,35,FALSE
337,Messenger for SMS,COMMUNICATION,4.3,125257,17M,"10,000,000+",Free,0,Teen,Communication,06-06-2018,1,10000000,17,FALSE
343,My Tele2,COMMUNICATION,4.3,158679,8.8M,"5,000,000+",Free,0,Everyone,Communication,03-08-2018,2,5000000,8.8,FALSE
345,Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16M,"100,000,000+",Free,0,Everyone,Communication,18-07-2018,5,100000000,16,FALSE
346,imo beta free calls and text,COMMUNICATION,4.3,659395,11M,"100,000,000+",Free,0,Everyone,Communication,07-06-2018,9,100000000,11,FALSE
347,imo free video calls and chat,COMMUNICATION,4.3,4785892,11M,"500,000,000+",Free,0,Everyone,Communication,08-06-2018,9,500000000,11,FALSE
349,Call Free – Free Call,COMMUNICATION,4.3,30209,15M,"5,000,000+",Free,0,Everyone,Communication,28-07-2018,1,5000000,15,FALSE
350,Web Browser & Explorer,COMMUNICATION,4,36901,6.6M,"5,000,000+",Free,0,Everyone,Communication,04-07-2018,11,5000000,6.6,FALSE
352,Browser 4G,COMMUNICATION,4.3,192948,6.6M,"10,000,000+",Free,0,Everyone,Communication,19-06-2018,24,10000000,6.6,FALSE
355,Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5.1M,"10,000,000+",Free,0,Everyone,Communication,02-07-2018,3,10000000,5.1,FALSE
357,TracFone My Account,COMMUNICATION,3.6,20769,18M,"1,000,000+",Free,0,Everyone,Communication,11-07-2018,R6,1000000,18,FALSE
358,Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4.0M,"1,000,000+",Free,0,Everyone,Communication,06-07-2018,5,1000000,4,FALSE
362,TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37M,"10,000,000+",Free,0,Mature 17+,Communication,02-08-2018,6,10000000,37,FALSE
364,Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22M,"5,000,000+",Free,0,Everyone,Communication,31-07-2018,1,5000000,22,FALSE
366,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3.3M,"100,000,000+",Free,0,Teen,Communication,18-07-2018,11,100000000,3.3,FALSE
367,WhatsApp Business,COMMUNICATION,4.4,136662,32M,"10,000,000+",Free,0,Everyone,Communication,30-07-2018,2,10000000,32,FALSE
368,My magenta,COMMUNICATION,3.9,42370,37M,"1,000,000+",Free,0,Everyone,Communication,25-06-2018,7,1000000,37,FALSE
374,Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17M,"100,000+",Free,0,Everyone,Communication,16-07-2018,2,100000,17,FALSE
377,Omlet Chat,COMMUNICATION,3.9,40751,35M,"10,000,000+",Free,0,Teen,Communication,04-11-2016,2,10000000,35,FALSE
378,UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,40M,"500,000,000+",Free,0,Teen,Communication,02-08-2018,12,500000000,40,FALSE
379,My Vodacom SA,COMMUNICATION,3.7,25021,61M,"5,000,000+",Free,0,Everyone,Communication,26-06-2018,9,5000000,61,FALSE
380,Microsoft Edge,COMMUNICATION,4.3,27187,66M,"5,000,000+",Free,0,Everyone,Communication,28-07-2018,42,5000000,66,FALSE
383,imo free video calls and chat,COMMUNICATION,4.3,4785988,11M,"500,000,000+",Free,0,Everyone,Communication,08-06-2018,9,500000000,11,FALSE
384,Hangouts Dialer - Call Phones,COMMUNICATION,4,122498,79k,"10,000,000+",Free,0,Everyone,Communication,02-09-2015,0,10000000,0.079,TRUE
387,"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25M,"10,000,000+",Free,0,Everyone,Communication,18-07-2018,6,10000000,25,FALSE
388,Calls & Text by Mo+,COMMUNICATION,4.2,83239,14M,"5,000,000+",Free,0,Everyone,Communication,19-04-2018,3,5000000,14,FALSE
395,"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24M,"100,000,000+",Free,0,Everyone,Communication,01-08-2018,7,100000000,24,FALSE
397,"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17M,"1,000,000+",Free,0,Everyone,Communication,02-08-2018,4,1000000,17,FALSE
398,chomp SMS,COMMUNICATION,4.3,335646,8.3M,"10,000,000+",Free,0,Everyone,Communication,26-07-2018,7,10000000,8.3,FALSE
400,Text SMS,COMMUNICATION,4.5,349384,8.2M,"10,000,000+",Free,0,Everyone,Communication,24-07-2018,3,10000000,8.2,FALSE
405,mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8.4M,"1,000,000+",Free,0,Everyone,Communication,30-07-2018,6,1000000,8.4,FALSE
408,Firefox Focus: The privacy browser,COMMUNICATION,4.4,36893,4.0M,"1,000,000+",Free,0,Everyone,Communication,06-07-2018,5,1000000,4,FALSE
409,2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32M,"1,000,000+",Free,0,Everyone,Communication,03-08-2018,5,1000000,32,FALSE
413,"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6.1M,"50,000,000+",Free,0,Everyone,Communication,31-07-2018,5,50000000,6.1,FALSE
416,Ninesky Browser,COMMUNICATION,4.2,42925,2.8M,"1,000,000+",Free,0,Everyone,Communication,27-08-2017,6,1000000,2.8,FALSE
419,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648480,3.3M,"100,000,000+",Free,0,Teen,Communication,18-07-2018,11,100000000,3.3,FALSE
420,UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17714850,40M,"500,000,000+",Free,0,Teen,Communication,02-08-2018,12,500000000,40,FALSE
421,Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2.2M,"1,000,000+",Free,0,Everyone,Communication,20-03-2018,1,1000000,2.2,FALSE
423,Web Browser for Android,COMMUNICATION,4.1,55098,4.3M,"1,000,000+",Free,0,Everyone,Communication,20-06-2018,2,1000000,4.3,FALSE
424,DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4.7M,"10,000,000+",Free,0,Everyone,Communication,01-04-2016,6,10000000,4.7,FALSE
425,Lightning Web Browser,COMMUNICATION,4.1,12578,2.3M,"500,000+",Free,0,Everyone,Communication,10-07-2017,4,500000,2.3,FALSE
426,Web Browser,COMMUNICATION,4.2,10965,2.3M,"500,000+",Free,0,Everyone,Communication,02-02-2015,2,500000,2.3,FALSE
428,Contacts+,COMMUNICATION,4.2,190613,11M,"10,000,000+",Free,0,Everyone,Communication,31-07-2018,5,10000000,11,FALSE
429,ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2.7M,"10,000,000+",Free,0,Everyone,Communication,05-03-2017,196,10000000,2.7,FALSE
430,Calls & Text by Mo+,COMMUNICATION,4.2,83239,14M,"5,000,000+",Free,0,Everyone,Communication,19-04-2018,3,5000000,14,FALSE
432,PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,13M,"1,000,000+",Free,0,Everyone,Communication,18-04-2018,3,1000000,13,FALSE
433,Safest Call Blocker,COMMUNICATION,4.4,27540,3.7M,"1,000,000+",Free,0,Everyone,Communication,05-01-2018,1,1000000,3.7,FALSE
434,Full Screen Caller ID,COMMUNICATION,4.2,104990,10M,"5,000,000+",Free,0,Everyone,Communication,15-05-2018,3,5000000,10,FALSE
435,Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13M,"10,000,000+",Free,0,Mature 17+,Communication,25-07-2018,8,10000000,13,FALSE
436,Call Blocker,COMMUNICATION,4.1,17529,10M,"1,000,000+",Free,0,Everyone,Communication,26-07-2018,5,1000000,10,FALSE
437,Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13M,"10,000,000+",Free,0,Mature 17+,Communication,13-07-2018,5,10000000,13,FALSE
438,Should I Answer?,COMMUNICATION,4.8,237468,8.8M,"1,000,000+",Free,0,Everyone,Communication,26-07-2018,2018,1000000,8.8,FALSE
439,RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,5.5M,"1,000,000+",Free,0,Everyone,Communication,04-12-2017,3,1000000,5.5,FALSE
440,"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20M,"10,000,000+",Free,0,Everyone,Communication,29-07-2018,1,10000000,20,FALSE
441,Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,29M,"10,000,000+",Free,0,Everyone,Communication,01-08-2018,6,10000000,29,FALSE
444,Call Control - Call Blocker,COMMUNICATION,4.4,93825,11M,"5,000,000+",Free,0,Everyone,Communication,05-07-2018,2,5000000,11,FALSE
446,Video Caller Id,COMMUNICATION,4.2,15287,17M,"1,000,000+",Free,0,Everyone,Communication,24-01-2018,2,1000000,17,FALSE
447,Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739,17M,"5,000,000+",Free,0,Everyone,Communication,26-07-2018,4,5000000,17,FALSE
450,Caller ID +,COMMUNICATION,4,9498,118k,"1,000,000+",Free,0,Everyone,Communication,07-06-2016,5,1000000,0.118,TRUE
452,Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4188142,16M,"100,000,000+",Free,0,Everyone,Communication,18-07-2018,5,100000000,16,FALSE
453,K-9 Mail,COMMUNICATION,4.2,88427,5.1M,"5,000,000+",Free,0,Everyone,Communication,06-01-2018,5,5000000,5.1,FALSE
455,Email TypeApp - Mail App,COMMUNICATION,4.6,183374,44M,"1,000,000+",Free,0,Everyone,Communication,01-08-2018,1,1000000,44,FALSE
456,All Email Providers,COMMUNICATION,4.1,20901,7.3M,"1,000,000+",Free,0,Everyone,Communication,03-04-2018,5,1000000,7.3,FALSE
457,"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4,122595,30M,"1,000,000+",Free,0,Everyone,Communication,19-07-2018,9,1000000,30,FALSE
458,GO Notifier,COMMUNICATION,4.2,124346,695k,"10,000,000+",Free,0,Everyone,Communication,06-07-2014,2,10000000,0.695,TRUE
460,Mail1Click - Secure Mail,COMMUNICATION,4.1,255,1.6M,"10,000+",Free,0,Everyone,Communication,11-04-2017,2,10000,1.6,FALSE
461,Daum Mail - Next Mail,COMMUNICATION,4.3,41420,19M,"5,000,000+",Free,0,Everyone,Communication,21-06-2018,3,5000000,19,FALSE
465,imo free video calls and chat,COMMUNICATION,4.3,4785988,11M,"500,000,000+",Free,0,Everyone,Communication,08-06-2018,9,500000000,11,FALSE
470,Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208,23M,"1,000,000+",Free,0,Everyone,Communication,28-09-2016,2,1000000,23,FALSE
471,JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,191032,26M,"5,000,000+",Free,0,Everyone,Communication,04-08-2018,7,5000000,26,FALSE
477,Calculator,DATING,2.6,57,6.2M,"1,000+",Paid,6.99,Everyone,Dating,25-10-2017,1,1000,6.2,FALSE
481,AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17M,100+,Paid,7.99,Mature 17+,Dating,21-01-2017,1,100,17,FALSE
483,OkCupid Dating,DATING,4.1,285726,15M,"10,000,000+",Free,0,Mature 17+,Dating,30-07-2018,11,10000000,15,FALSE
485,"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56M,"100,000+",Free,0,Mature 17+,Dating,01-08-2018,2,100000,56,FALSE
486,Hinge: Dating & Relationships,DATING,4.2,7779,12M,"500,000+",Free,0,Mature 17+,Dating,03-08-2018,6,500000,12,FALSE
487,Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11M,"5,000,000+",Free,0,Mature 17+,Dating,31-07-2018,4,5000000,11,FALSE
488,BBW Dating & Plus Size Chat,DATING,4.4,12632,29M,"1,000,000+",Free,0,Mature 17+,Dating,27-07-2018,3,1000000,29,FALSE
490,CMB Free Dating App,DATING,4,48845,40M,"1,000,000+",Free,0,Mature 17+,Dating,01-08-2018,4,1000000,40,FALSE
492,eharmony - Online Dating App,DATING,3.1,31320,53M,"5,000,000+",Free,0,Mature 17+,Dating,30-07-2018,6,5000000,53,FALSE
493,Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460,3.1M,"5,000,000+",Free,0,Mature 17+,Dating,04-08-2018,1,5000000,3.1,FALSE
494,"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24M,"100,000+",Free,0,Mature 17+,Dating,25-07-2018,1,100000,24,FALSE
495,Clover Dating App,DATING,4.1,11633,23M,"500,000+",Free,0,Mature 17+,Dating,24-07-2018,2,500000,23,FALSE
496,Black People Meet Singles Date,DATING,3.9,10212,5.0M,"1,000,000+",Free,0,Mature 17+,Dating,25-07-2018,1,1000000,5,FALSE
497,Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053,44M,"1,000,000+",Free,0,Mature 17+,Dating,03-08-2018,4,1000000,44,FALSE
498,Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,27M,"10,000+",Free,0,Mature 17+,Dating,03-08-2018,1,10000,27,FALSE
499,stranger chat - anonymous chat,DATING,3.5,13202,6.1M,"1,000,000+",Free,0,Mature 17+,Dating,07-07-2018,2,1000000,6.1,FALSE
501,Free Dating Hook Up Messenger,DATING,3.3,1157,21M,"100,000+",Free,0,Mature 17+,Dating,27-01-2017,5,100000,21,FALSE
502,Find Real Love — YouLove Premium Dating,DATING,4.5,212626,11M,"10,000,000+",Free,0,Mature 17+,Dating,31-07-2018,4,10000000,11,FALSE
503,Once - Quality Matches Every day,DATING,4.4,222888,21M,"1,000,000+",Free,0,Mature 17+,Dating,17-07-2018,2,1000000,21,FALSE
504,BLK - Swipe. Match. Chat.,DATING,4.1,2067,24M,"100,000+",Free,0,Mature 17+,Dating,25-07-2018,1,100000,24,FALSE
505,Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,31M,"500,000+",Free,0,Mature 17+,Dating,03-07-2018,4,500000,31,FALSE
506,Howlr,DATING,3.9,105,27M,"5,000+",Free,0,Mature 17+,Dating,19-06-2018,1,5000,27,FALSE
507,Stranger Chat & Date,DATING,3.6,3414,6.2M,"500,000+",Free,0,Mature 17+,Dating,06-06-2018,1,500000,6.2,FALSE
509,RandoChat - Chat roulette,DATING,3.6,11806,12M,"1,000,000+",Free,0,Mature 17+,Dating,26-06-2018,4,1000000,12,FALSE
510,BeWild Free Dating & Chat App,DATING,3.4,1999,8.0M,"100,000+",Free,0,Mature 17+,Dating,03-02-2017,1,100000,8,FALSE
511,"FastMeet: Chat, Dating, Love",DATING,4.2,22544,5.9M,"1,000,000+",Free,0,Mature 17+,Dating,27-07-2018,1,1000000,5.9,FALSE
